t,stiff_force,compliant_force,stiff_torque,compliant_torque
2.1700,0.0000,0.0000,959.6796,210.1488
2.1720,0.0000,0.0000,959.7247,206.8245
2.1740,0.0000,0.0000,959.6961,210.3105
2.1760,0.0000,0.0000,955.5257,201.4657
2.1780,0.0000,0.0000,955.3910,205.6338
2.1800,0.0000,0.0000,955.3319,202.8260
2.1820,0.0000,0.0000,955.2537,206.7279
2.1840,0.0000,0.0000,955.2368,203.7161
2.1860,0.0000,0.0000,955.1886,207.4820
2.1880,0.0000,0.0000,955.2497,204.3128
2.1900,0.0000,0.0000,955.1490,208.3953
2.1920,0.0000,0.0000,955.2128,202.6245
2.1940,0.0000,0.0000,955.2205,209.3051
2.1960,0.0000,0.0000,955.2198,205.7859
2.1980,0.0000,0.0000,955.2159,209.0865
2.2000,0.0000,0.0000,955.3039,205.7018
2.2020,0.0000,0.0000,955.2870,209.1920
2.2040,0.0000,0.0000,955.3439,205.9004
2.2060,0.0000,0.0000,955.3215,209.4369
2.2080,0.0000,0.0000,955.3733,206.1417
2.2100,0.0000,0.0000,955.3578,209.6686
2.2120,0.0000,0.0000,955.4105,206.3563
2.2140,0.0000,0.0000,955.3798,209.8699
2.2160,0.0000,0.0000,955.4236,206.5465
2.2180,0.0000,0.0000,955.3924,210.0466
2.2200,0.0000,0.0000,955.4421,206.7091
2.2220,0.0000,0.0000,955.4131,210.2084
2.2240,0.0000,0.0000,955.4487,206.8664
2.2260,0.0000,0.0000,951.1906,204.8196
2.2280,0.0000,0.0000,951.1408,202.1620
2.2300,0.0000,0.0000,951.0355,206.1842
2.2320,0.0000,0.0000,951.0169,203.2560
2.2340,0.0000,0.0000,950.9348,207.0848
2.2360,0.0000,0.0000,950.9491,204.0082
2.2380,0.0000,0.0000,950.8976,207.7331
2.2400,0.0000,0.0000,950.9477,204.5708
2.2420,0.0000,0.0000,950.9233,208.2254
2.2440,0.0000,0.0000,950.9726,205.0145
2.2460,0.0000,0.0000,950.9496,208.6328
2.2480,0.0000,0.0000,950.9959,205.3826
2.2500,0.0000,0.0000,950.9705,208.9702
2.2520,0.0000,0.0000,951.0215,205.6922
2.2540,0.0000,0.0000,950.9942,209.2553
2.2560,0.0000,0.0000,951.0639,205.9493
2.2580,0.0000,0.0000,950.9974,209.5065
2.2600,0.0000,0.0000,951.0689,206.1965
2.2620,0.0000,0.0000,951.0622,209.7311
2.2640,0.0000,0.0000,951.0391,206.4018
2.2660,0.0000,0.0000,951.0647,209.9248
2.2680,0.0000,0.0000,951.1420,206.5796
2.2700,0.0000,0.0000,951.1230,210.0785
2.2720,0.0000,0.0000,951.1712,206.7362
2.2740,0.0000,0.0000,951.1158,210.2492
2.2760,0.0000,0.0000,946.9194,201.3250
2.2780,0.0000,0.0000,946.7823,205.5141
2.2800,0.0000,0.0000,946.7620,202.6872
2.2820,0.0000,0.0000,946.6581,206.6136
2.2840,0.0000,0.0000,946.6737,203.5873
2.2860,0.0000,0.0000,946.6115,207.3672
2.2880,0.0000,0.0000,946.6419,204.2383
2.2900,0.0000,0.0000,946.5956,207.9427
2.2920,0.0000,0.0000,946.6366,204.7426
2.2940,0.0000,0.0000,946.6070,208.3934
2.2960,0.0000,0.0000,946.6580,205.1473
2.2980,0.0000,0.0000,946.6443,208.7625
2.3000,0.0000,0.0000,946.7052,205.4827
2.3020,0.0000,0.0000,946.6901,209.0659
2.3040,0.0000,0.0000,946.7412,205.7725
2.3060,0.0000,0.0000,946.7141,209.3480
2.3080,0.0000,0.0000,946.7759,206.0312
2.3100,0.0000,0.0000,946.6858,209.5876
2.3120,0.0000,0.0000,946.7769,206.2527
2.3140,0.0000,0.0000,946.7762,209.7955
2.3160,0.0000,0.0000,946.8262,206.4472
2.3180,0.0000,0.0000,946.7817,209.9775
2.3200,0.0000,0.0000,946.8399,206.6216
2.3220,0.0000,0.0000,946.8143,210.1409
2.3240,0.0000,0.0000,946.8609,206.7424
2.3260,0.0000,0.0000,942.5679,204.6811
2.3280,0.0000,0.0000,942.5127,202.0075
2.3300,22.4192,0.0000,942.3230,206.0617
2.3320,68.2745,0.0000,942.3471,203.1120
2.3340,22.5072,0.0000,942.2899,206.9744
2.3360,69.5283,0.0000,942.2813,203.8742
2.3380,22.9742,0.0000,942.1835,207.6247
2.3400,69.5215,0.0000,942.1706,204.4369
2.3420,23.4315,0.0000,942.0993,208.1291
2.3440,68.6588,0.0000,942.1251,204.8881
2.3460,23.6965,0.0000,942.0751,208.5306
2.3480,67.4830,75.3662,942.1067,205.2605
2.3500,24.0318,4.5697,942.0412,203.6198
2.3520,66.6533,72.9298,942.0659,201.2472
2.3540,23.8013,1.7218,942.0082,200.4100
2.3560,74.3775,69.7868,942.0404,198.5645
2.3580,16.1883,0.0000,941.9910,198.2728
2.3600,97.7067,66.2695,942.0549,196.6699
2.3620,31.5086,0.0000,941.9420,196.7871
2.3640,59.6153,62.7416,942.0159,195.3495
2.3660,24.2001,0.0000,941.9705,195.8378
2.3680,55.4261,59.4342,942.0107,194.4371
2.3700,45.2716,0.0000,941.9667,195.1984
2.3720,32.1662,56.5291,941.9883,193.7938
2.3740,36.9809,0.0000,941.9168,194.7616
2.3760,80.1505,0.0000,937.7398,187.7147
2.3780,67.4003,0.0000,937.1240,193.3555
2.3800,70.2712,0.0000,937.2010,191.7326
2.3820,67.0146,0.0000,936.6675,196.6706
2.3840,68.4047,0.0000,936.7134,194.4723
2.3860,66.4794,0.0000,935.9884,198.9876
2.3880,67.2520,65.6003,936.2532,196.4362
2.3900,66.0212,0.0000,936.1630,195.9942
2.3920,67.3538,63.9107,936.3872,194.0956
2.3940,66.0722,0.0000,935.6382,194.1612
2.3960,66.9884,62.8123,935.8194,192.6228
2.3980,65.7421,0.0000,935.5271,193.0790
2.4000,66.7397,0.0000,936.0043,191.7133
2.4020,65.8264,0.0000,935.7767,196.8206
2.4040,66.8652,0.0000,936.0044,194.6801
2.4060,65.9663,0.0000,935.5935,199.8812
2.4080,66.8393,102.3582,935.6974,194.6631
2.4100,65.9447,0.0000,935.3767,194.7753
2.4120,66.7154,0.0000,935.5509,192.9208
2.4140,65.8125,0.0000,935.2963,197.6075
2.4160,66.4224,0.0000,935.7090,195.2796
2.4180,65.8472,0.0000,935.5971,199.7361
2.4200,66.3700,64.1587,935.8930,197.1520
2.4220,65.9799,0.0000,935.7051,196.8056
2.4240,66.4422,63.0574,935.7851,194.8573
2.4260,112.8157,0.0000,931.2007,189.3985
2.4280,102.8689,67.2291,930.0405,188.4514
2.4300,102.2311,0.0000,928.9187,189.0176
2.4320,101.7985,0.0000,928.3293,188.0557
2.4340,99.8062,0.0000,927.7650,193.5255
2.4360,101.2918,0.0000,927.6122,191.6900
2.4380,99.4111,0.0000,926.7313,196.5138
2.4400,100.8796,70.5245,926.4349,194.1993
2.4420,98.9700,0.0000,925.7864,193.6316
2.4440,100.4432,69.5193,925.6666,191.9489
2.4460,98.4379,0.0000,925.1570,191.8828
2.4480,99.8115,67.7815,925.3337,190.5105
2.4500,98.2441,0.0000,925.0242,190.7785
2.4520,99.7002,66.5388,924.9678,189.6016
2.4540,98.0399,0.0000,924.5257,190.1279
2.4560,99.2006,0.0000,924.5740,189.0357
2.4580,97.5802,0.0000,924.3970,194.4072
2.4600,98.8041,66.8859,924.6069,192.5294
2.4620,97.5059,0.0000,924.3432,192.4984
2.4640,98.6893,65.8279,924.3374,190.9929
2.4660,97.3363,0.0000,923.9411,191.3169
2.4680,98.3185,0.0000,924.0231,190.0110
2.4700,97.3089,0.0000,923.6971,195.2472
2.4720,97.7223,0.0000,923.5540,193.1958
2.4740,96.5091,0.3172,923.6690,198.4341
2.4760,145.3003,113.6574,919.7823,187.6594
2.4780,139.9568,0.0000,918.3101,187.8399
2.4800,144.9933,69.4549,917.8036,186.7301
2.4820,140.7777,0.0000,916.5847,187.0763
2.4840,143.4738,70.3023,916.0386,186.1270
2.4860,139.8173,0.0000,915.3498,186.6385
2.4880,142.4904,0.0000,915.1616,185.8130
2.4900,139.2959,0.0000,914.3678,191.4279
2.4920,141.9481,72.2211,914.1331,189.7208
2.4940,138.3250,0.0000,913.2498,189.5293
2.4960,133.3939,71.5698,913.5156,188.2475
2.4980,130.3407,0.0000,913.1846,188.3988
2.5000,131.4379,70.5528,913.2307,187.3365
2.5020,129.3747,0.0000,912.6130,187.7178
2.5040,130.5767,0.0000,912.5149,186.7487
2.5060,128.7916,0.0000,912.0336,192.2487
2.5080,129.7191,71.9218,912.0480,190.4975
2.5100,128.0875,0.0000,911.9532,190.2818
2.5120,129.2538,71.2708,912.1805,188.9553
2.5140,128.1960,0.0000,911.9014,189.0909
2.5160,129.7450,69.6722,911.7673,187.9905
2.5180,128.3507,0.0000,910.9766,188.3689
2.5200,129.2428,0.0000,911.0766,187.3619
2.5220,127.8909,0.0000,910.7534,192.8583
2.5240,128.6053,71.5661,911.0682,191.0679
2.5260,175.4474,0.9599,906.5998,185.1867
2.5280,167.6436,77.3861,905.3212,184.4112
2.5300,166.6882,0.0000,904.1254,184.6287
2.5320,166.6175,76.3632,903.4475,183.9819
2.5340,164.6866,0.0000,902.7872,184.3231
2.5360,166.1000,75.3627,902.3008,183.7062
2.5380,163.9454,0.0000,901.4958,184.1423
2.5400,165.2414,0.0000,901.2383,183.4878
2.5420,163.0601,0.8119,900.7777,189.3076
2.5440,164.5432,77.4025,900.7546,187.7396
2.5460,162.7157,0.7136,900.2905,187.3981
2.5480,164.2832,77.0761,900.1165,186.2886
2.5500,162.3612,0.1261,899.5706,186.2771
2.5520,163.7478,76.2580,899.5226,185.4154
2.5540,161.8756,0.0000,899.0806,185.6178
2.5560,162.8734,75.0757,899.1191,184.8452
2.5580,160.9373,0.0000,898.9220,185.2082
2.5600,162.0443,74.2895,899.2238,184.5150
2.5620,160.7359,0.0000,898.8729,184.9799
2.5640,161.7684,73.3691,898.8061,184.3122
2.5660,160.3978,0.0000,898.3512,184.8556
2.5680,161.2148,0.0000,898.3788,184.1646
2.5700,159.9410,0.0678,898.0020,189.9313
2.5720,160.6067,75.4998,898.0984,188.3343
2.5740,159.5093,0.1340,897.7595,188.0953
2.5760,208.4962,81.7231,893.5766,181.2573
2.5780,197.3827,3.8077,891.6346,181.5370
2.5800,200.3037,80.7793,891.3959,180.8841
2.5820,196.6244,3.4599,890.5755,181.2584
2.5840,198.4127,79.8517,890.2571,180.7297
2.5860,195.9106,2.6108,889.3941,181.1934
2.5880,197.5864,79.0654,889.0773,180.7171
2.5900,195.4505,1.5608,888.2166,181.2217
2.5920,196.5125,0.0000,887.9178,180.7598
2.5940,194.4260,4.2672,887.5912,186.8468
2.5960,195.7574,81.5061,887.4888,185.1859
2.5980,193.8058,4.4972,886.9779,184.8192
2.6000,194.7991,80.7890,886.9392,183.6208
2.6020,193.2161,3.8356,886.5951,183.6187
2.6040,194.3160,80.6086,886.4478,182.6835
2.6060,192.4254,3.2570,885.9453,182.8899
2.6080,193.3743,79.7517,886.1736,182.1817
2.6100,191.9886,2.2016,885.6993,182.5291
2.6120,192.4489,78.7385,885.7280,181.9257
2.6140,190.9356,1.4314,885.5484,182.3662
2.6160,192.0257,77.9849,885.8780,181.8321
2.6180,190.6690,0.7474,885.1126,182.3276
2.6200,190.9076,77.1105,885.4412,181.8336
2.6220,190.4991,0.0000,885.2198,182.3669
2.6240,191.1090,0.0000,884.9055,181.8841
2.6260,237.0615,9.5430,880.0055,182.1674
2.6280,229.3915,86.4542,879.1363,180.7360
2.6300,228.9174,9.5522,878.2818,180.5675
2.6320,229.2736,86.1463,877.5188,179.5205
2.6340,227.2298,8.4358,876.5565,179.6300
2.6360,228.2809,87.4329,876.1606,178.8155
2.6380,226.1589,0.0000,875.4223,179.1194
2.6400,226.9822,119.9489,875.2097,177.9865
2.6420,224.8035,0.0000,874.7785,178.7232
2.6440,225.7497,118.5661,874.8842,175.6767
2.6460,224.0712,0.0000,874.3838,177.0379
2.6480,225.0722,0.0000,874.3375,174.3224
2.6500,223.6396,0.0000,873.6971,184.1179
2.6520,224.3686,0.0000,873.5728,180.0922
2.6540,222.8223,0.6164,873.0606,188.8791
2.6560,223.4466,124.9019,873.1893,184.1233
2.6580,222.2693,0.0000,872.7123,183.7575
2.6600,222.3561,123.1188,872.7299,180.0694
2.6620,221.1546,0.0000,872.6261,180.5367
2.6640,221.5420,120.8123,872.8804,177.4490
2.6660,220.9161,0.0000,872.4966,178.4958
2.6680,221.2163,117.7222,872.4005,175.7681
2.6700,220.5321,0.0000,871.9212,177.2297
2.6720,220.6287,0.0000,871.9323,174.6647
2.6740,220.0416,0.0000,871.5411,184.4265
2.6760,264.5486,0.0000,867.3326,174.8150
2.6780,251.2140,0.0000,865.4909,184.2391
2.6800,254.4200,130.1030,865.3728,180.0531
2.6820,250.2580,0.0000,864.6733,179.7143
2.6840,251.7716,129.0772,864.4709,176.5373
2.6860,249.7085,0.0000,863.8170,176.9198
2.6880,251.5288,126.1078,863.1699,174.2683
2.6900,249.2769,0.0000,862.2490,175.1823
2.6920,250.0090,123.8115,862.2298,172.7898
2.6940,247.8440,0.0000,862.0520,174.0750
2.6960,248.8459,0.0000,862.1994,171.8450
2.6980,247.3523,0.0000,861.7112,181.8115
2.7000,248.4185,125.1885,861.5398,178.0606
2.7020,247.0115,0.0000,860.9779,178.3397
2.7040,247.8737,123.7661,860.9125,175.3305
2.7060,246.3654,0.0000,860.4383,176.2119
2.7080,246.8628,0.0000,860.6329,173.6227
2.7100,245.4955,0.3238,860.3266,183.3733
2.7120,245.9884,125.9705,860.5551,179.4042
2.7140,245.1524,0.0000,860.1407,179.4900
2.7160,245.6982,124.5510,860.0448,176.4003
2.7180,244.8808,0.0000,859.5663,177.1539
2.7200,245.0104,122.3934,859.5875,174.4908
2.7220,244.1240,0.0000,859.3970,175.6784
2.7240,244.3871,0.0000,859.5973,173.2358
2.7260,273.9753,0.0000,854.8443,177.3871
2.7280,263.3175,0.0000,853.9714,174.1800
2.7300,258.9434,0.3891,853.4385,183.4951
2.7320,257.7751,137.1119,853.7151,179.2810
2.7340,254.1318,0.0000,853.3685,178.5004
2.7360,254.9449,137.1800,853.4706,175.4073
2.7380,252.0494,0.0000,852.9490,175.3255
2.7400,253.4981,135.1804,852.9298,172.8354
2.7420,250.8428,0.0000,852.2136,173.2934
2.7440,251.8142,132.0074,852.3754,171.1291
2.7460,249.1445,0.0000,852.0443,172.0402
2.7480,250.5094,128.6136,852.4482,169.9583
2.7500,248.1552,0.0000,851.7084,171.2329
2.7520,248.6847,125.6826,852.1606,169.2995
2.7540,246.8757,0.0000,852.0151,170.8425
2.7560,247.7078,0.0000,852.1065,168.9097
2.7580,246.0772,0.0000,851.7451,179.1848
2.7600,247.0293,127.9754,851.8378,175.6830
2.7620,245.7452,0.0000,851.2991,176.0057
2.7640,246.5030,136.8189,851.2771,173.1448
2.7660,245.2512,0.0000,850.8526,173.0530
2.7680,245.5583,0.0000,850.9260,170.8340
2.7700,244.2148,0.6621,850.8112,180.8771
2.7720,244.4945,139.3737,851.0766,177.1935
2.7740,243.4262,0.0000,850.8494,176.3250
2.7760,274.9523,144.7758,846.7431,167.8969
2.7780,261.2062,0.0000,845.5140,167.9607
2.7800,262.0143,141.6037,845.3669,166.3705
2.7820,256.2566,0.0000,844.8192,166.8397
2.7840,257.0882,0.0000,844.8699,165.3820
2.7860,253.1230,0.0000,844.4993,176.0789
2.7880,253.8199,145.1210,844.6245,172.8808
2.7900,250.3536,0.0000,844.6197,172.0366
2.7920,251.4424,143.8676,844.9086,169.7188
2.7940,248.7566,0.0000,844.6566,169.5667
2.7960,250.2468,141.6936,844.6976,167.7109
2.7980,247.9977,0.0000,844.1443,168.0294
2.8000,249.3340,0.0000,844.1016,166.4099
2.8020,247.1999,0.0000,843.6451,176.8899
2.8040,248.1339,144.6910,843.6827,173.5828
2.8060,245.9660,0.0000,843.4932,172.7336
2.8080,247.0825,143.4374,843.7018,170.3539
2.8100,245.6531,0.0000,843.2391,170.2022
2.8120,246.5349,141.2147,843.0056,168.2799
2.8140,244.7649,0.0000,842.7609,168.6074
2.8160,245.1820,0.0000,842.9308,166.9286
2.8180,244.0011,1.0389,842.9461,177.4633
2.8200,244.4292,143.8035,842.6938,174.1451
2.8220,242.7670,0.0000,842.7210,173.3100
2.8240,243.4535,142.9209,843.0546,170.8390
2.8260,272.5953,0.0000,838.2978,165.0420
2.8280,263.0715,147.7447,837.4390,163.7276
2.8300,258.4001,0.0000,837.0483,164.0831
2.8320,257.5150,144.7178,836.9269,162.8397
2.8340,253.2676,0.0000,836.6442,163.4693
2.8360,254.4582,0.0000,836.7893,162.2820
2.8380,250.9171,0.0000,836.2784,173.2690
2.8400,252.2807,149.2017,836.4359,170.2876
2.8420,249.3383,0.0000,836.1089,169.4037
2.8440,250.9332,148.3883,836.0886,167.2759
2.8460,247.9439,0.0000,835.6635,167.0404
2.8480,249.2010,145.9212,835.9324,165.3266
2.8500,246.5830,0.0000,835.6816,165.5655
2.8520,248.0621,144.4364,835.8476,164.0812
2.8540,245.8607,0.0000,835.3610,164.6051
2.8560,247.1782,0.0000,835.3813,163.2875
2.8580,245.0672,0.0000,834.9830,174.1510
2.8600,245.8826,137.9558,835.0707,171.0477
2.8620,243.6917,0.0000,835.0290,171.2068
2.8640,244.7272,137.6946,835.3000,168.7815
2.8660,243.1497,0.0000,834.9351,169.4122
2.8680,244.5597,135.9693,834.8712,167.3054
2.8700,242.9885,0.0000,834.1314,168.2808
2.8720,243.7876,134.9777,834.2827,166.3886
2.8740,242.6385,0.0000,833.9597,167.5806
2.8760,274.5517,0.0000,829.4776,160.1771
2.8780,260.6304,0.1714,828.3824,171.3697
2.8800,260.7933,146.2388,828.7613,168.4754
2.8820,254.4862,0.0000,828.5077,168.2776
2.8840,255.7405,146.5688,828.7297,166.0852
2.8860,251.5062,0.0000,828.1564,166.3332
2.8880,253.0211,145.7381,828.2578,164.5385
2.8900,249.7190,0.0000,827.8782,165.1024
2.8920,251.6245,143.6151,827.7776,163.5229
2.8940,248.5805,0.0000,827.2724,164.3593
2.8960,250.0841,142.2674,827.2695,162.8982
2.8980,247.0347,0.0000,827.0578,163.9345
2.9000,248.5403,140.4315,827.2440,162.5588
2.9020,245.8832,0.0000,826.9388,163.7553
2.9040,247.5607,138.6796,827.0190,162.3927
2.9060,252.8160,0.0000,826.5027,163.7081
2.9080,255.6448,137.3815,826.5916,162.3163
2.9100,252.8212,0.0000,826.3369,163.7092
2.9120,255.0317,0.0000,826.5994,162.2968
2.9140,251.4551,0.2262,826.4571,173.0764
2.9160,253.1231,142.6077,827.0951,169.9690
2.9180,249.7793,0.0000,827.1306,169.8439
2.9200,251.7749,142.8648,827.5188,167.5003
2.9220,248.9143,0.1991,827.2806,167.8716
2.9240,251.1117,141.9798,827.3433,165.9046
2.9260,281.1526,0.0000,822.6931,160.9957
2.9280,265.7319,146.6094,821.9529,159.8841
2.9300,258.1743,0.0000,821.3805,160.9192
2.9320,257.1774,145.7735,821.2378,159.7610
2.9340,252.2310,0.0000,820.6985,160.8676
2.9360,253.2414,144.5481,820.6590,159.7527
2.9380,249.0627,0.0000,820.4711,160.9270
2.9400,251.4679,143.4869,820.6235,159.7874
2.9420,248.2874,0.0000,819.9559,161.0153
2.9440,251.1538,0.0000,819.8165,159.8511
2.9460,248.0248,0.5098,818.9776,170.9446
2.9480,250.6337,149.7315,819.0385,168.0049
2.9500,247.2018,0.0000,818.3383,167.5550
2.9520,248.8829,151.1523,818.8105,165.4107
2.9540,245.8449,0.3400,818.6493,165.3956
2.9560,247.6517,150.3723,818.8631,163.6826
2.9580,245.0518,0.3897,818.5556,163.9905
2.9600,246.9787,149.7552,818.5246,162.5145
2.9620,244.6969,0.0000,818.0621,163.0630
2.9640,246.6487,148.1040,817.8956,161.7761
2.9660,244.1577,0.0000,817.3423,162.5411
2.9680,245.4810,146.2165,817.5232,161.3189
2.9700,243.2948,0.0000,817.3263,162.2669
2.9720,244.8059,144.3989,817.3295,161.0520
2.9740,242.7469,0.8979,816.9067,162.1568
2.9760,275.6823,149.1794,812.6555,155.3062
2.9780,262.5900,0.0000,811.2712,156.7145
2.9800,262.9214,147.8938,811.1443,156.0864
2.9820,256.0780,0.0000,810.5892,157.4412
2.9840,257.0786,146.9574,810.8638,156.6466
2.9860,252.1220,0.0000,810.5878,157.9578
2.9880,253.8416,146.4021,810.8647,157.0662
2.9900,250.4493,0.0000,810.5193,158.3471
2.9920,252.7701,0.0000,810.1122,157.3158
2.9940,257.8204,1.3422,809.6661,168.6269
2.9960,261.7530,153.6387,809.7834,165.8446
2.9980,258.4698,1.8010,809.5034,165.3385
3.0000,261.2103,155.3091,809.4308,163.3081
3.0020,256.6497,1.6062,809.5477,163.2190
3.0040,259.3958,155.6515,810.0890,161.6475
3.0060,255.2465,1.0014,809.9219,161.8246
3.0080,258.0053,154.8506,810.1898,160.5409
3.0100,253.9191,0.5158,809.9784,160.9318
3.0120,248.9720,153.6008,810.2080,159.8231
3.0140,245.0580,0.1472,809.7083,160.3946
3.0160,247.0626,152.3879,809.6492,159.3517
3.0180,243.7628,0.1552,809.1384,160.0851
3.0200,245.6806,150.7752,809.2692,159.0880
3.0220,242.7121,0.1735,808.9083,159.9646
3.0240,244.5692,149.2114,809.1716,158.9667
3.0260,273.4962,0.6735,804.4799,154.3944
3.0280,266.3509,154.3233,803.4515,153.9517
3.0300,260.0374,0.0000,802.7241,155.1152
3.0320,259.6816,152.7971,802.5238,154.5356
3.0340,254.7447,0.0000,802.1638,155.6799
3.0360,256.2057,152.6232,802.0648,154.9919
3.0380,251.6418,0.0000,801.8384,156.1075
3.0400,254.2253,152.0587,801.9934,155.3840
3.0420,250.5314,0.0000,801.3394,156.4872
3.0440,253.0175,151.5861,801.2211,155.7141
3.0460,249.4481,0.0000,800.8586,156.8099
3.0480,252.5611,151.1873,800.7634,155.9810
3.0500,249.3938,0.0000,799.9647,157.0766
3.0520,251.7083,150.3903,799.7599,156.2145
3.0540,247.7673,0.0000,799.5116,157.3197
3.0560,249.6856,150.6474,799.9706,156.4205
3.0580,246.2441,0.0000,799.8163,157.5151
3.0600,248.5696,150.4267,800.0422,156.6075
3.0620,245.7076,0.0000,799.4743,157.7022
3.0640,247.8808,0.0000,799.4201,156.7760
3.0660,244.8664,5.3464,798.9466,168.1080
3.0680,246.6765,158.5569,799.1466,165.2379
3.0700,243.8897,6.3085,798.8449,164.5060
3.0720,245.6583,160.4695,798.9751,162.3893
3.0740,243.2736,5.9190,798.6331,162.0687
3.0760,276.7824,168.3822,794.2342,154.9276
3.0780,263.4550,9.8392,792.8729,155.0144
3.0800,263.9140,167.5698,792.7285,153.9136
3.0820,256.9475,8.3842,792.1342,154.1691
3.0840,258.4078,166.1471,792.1373,153.2765
3.0860,252.9768,6.7637,791.7062,153.7067
3.0880,254.7598,164.2161,792.0898,152.9579
3.0900,250.2949,5.4045,791.8958,153.5534
3.0920,252.6751,161.7821,792.0738,152.8845
3.0940,249.0084,4.3572,791.7269,153.6325
3.0960,251.8874,160.6247,791.5487,152.9827
3.0980,248.3213,3.5176,790.9764,153.8166
3.1000,250.9691,159.1331,790.9163,153.1749
3.1020,247.4693,2.8795,790.4380,154.0866
3.1040,249.8919,157.9081,790.4585,153.4273
3.1060,246.2718,2.4102,790.0520,154.3925
3.1080,248.3270,156.2999,790.3227,153.7076
3.1100,245.0111,2.1169,790.0674,154.7219
3.1120,247.2581,156.3000,790.2282,153.9791
3.1140,244.3290,1.9485,789.7393,154.9982
3.1160,246.7237,155.7094,789.7548,154.2620
3.1180,243.5788,1.7151,789.0689,155.2919
3.1200,245.1701,155.1853,789.4906,154.5275
3.1220,242.3654,1.6387,789.3119,155.5623
3.1240,244.3226,154.3463,789.5068,154.7784
3.1260,272.0531,7.5532,784.6680,150.3167
3.1280,265.2713,160.7358,783.9559,149.6698
3.1300,258.7214,7.2065,783.4337,150.8597
3.1320,258.9703,160.3338,783.3658,150.1550
3.1340,263.0606,6.6805,782.6978,151.2992
3.1360,266.8352,159.9909,782.6759,150.5504
3.1380,262.0788,6.5031,782.3140,151.6598
3.1400,265.3931,159.2407,782.4984,150.8722
3.1420,260.3412,6.6047,782.2690,151.9699
3.1440,263.2110,159.5798,782.5445,151.1326
3.1460,257.9509,6.4671,782.5795,152.2136
3.1480,252.0615,159.4062,782.9867,151.3810
3.1500,246.6604,6.3347,782.8891,152.4531
3.1520,249.3139,159.2447,783.0981,151.6093
3.1540,245.4839,5.9945,782.4643,152.6749
3.1560,248.2018,159.0573,782.3380,151.8298
3.1580,244.5497,5.9075,781.9575,152.8840
3.1600,247.4743,158.4116,782.0052,152.0304
3.1620,244.3123,6.0662,781.3969,153.0868
3.1640,247.0097,158.8156,781.3099,152.2108
3.1660,243.6885,6.0012,780.8108,153.2575
3.1680,245.9523,158.6925,781.0175,152.3966
3.1700,243.0779,5.9367,780.7107,153.4407
3.1720,245.4714,158.5642,780.6459,152.5805
3.1740,242.6548,5.8781,780.1794,153.6214
3.1760,276.6114,164.6210,775.9131,147.2925
3.1780,262.8746,11.2500,774.6629,148.5190
3.1800,263.2311,163.7860,774.5953,147.7958
3.1820,255.7847,11.0070,774.3118,148.9704
3.1840,258.1450,164.1127,774.3926,148.1655
3.1860,253.4201,11.0414,773.4739,149.2903
3.1880,255.4133,163.8642,773.1934,148.4835
3.1900,250.4407,10.9019,773.1409,149.5868
3.1920,253.0100,163.6624,773.4039,148.7574
3.1940,248.9694,10.6764,773.1274,149.8449
3.1960,252.0821,163.4575,772.9912,149.0066
3.1980,247.9953,10.2991,772.4451,150.0847
3.2000,250.7735,162.6861,772.5736,149.2436
3.2020,246.8946,10.4221,772.2105,150.3201
3.2040,249.8239,163.2511,772.2955,149.4362
3.2060,246.3101,10.3482,771.7149,150.4985
3.2080,249.0127,163.0243,771.6632,149.6480
3.2100,245.3376,10.1675,771.2015,150.7063
3.2120,247.4481,162.8728,771.4028,149.8510
3.2140,243.9185,9.8274,771.3039,150.9022
3.2160,246.4212,162.2126,771.4635,150.0510
3.2180,243.3368,9.7568,770.9421,151.1014
3.2200,245.6277,152.9634,770.9481,150.2263
3.2220,242.3842,15.8514,770.5437,148.4673
3.2240,244.3163,156.5261,770.8312,148.1685
3.2260,271.9216,24.9788,766.2949,141.3627
3.2280,265.2188,164.3528,765.4583,141.5894
3.2300,258.4590,26.9475,765.1560,140.4753
3.2320,258.9312,165.0269,764.9216,140.9062
3.2340,253.3544,28.2222,764.3365,139.9280
3.2360,255.5222,166.6081,764.4455,140.4775
3.2380,251.1914,28.6761,763.8808,139.6312
3.2400,254.2065,167.1709,763.5550,140.2819
3.2420,249.2672,29.1579,762.8839,139.4987
3.2440,251.7036,178.1654,763.3834,140.1927
3.2460,247.3238,23.1019,763.2392,142.4198
3.2480,250.4023,162.7454,763.4584,142.5470
3.2500,246.5916,26.3187,762.9042,141.3618
3.2520,249.5384,165.2800,762.8638,141.7225
3.2540,245.7659,28.0431,762.3932,140.7162
3.2560,248.5268,177.2830,762.4165,141.2350
3.2580,244.6568,22.3639,762.0041,143.3035
3.2600,247.0709,162.5783,762.2537,143.3280
3.2620,243.4673,25.8656,761.9825,142.0406
3.2640,245.8763,164.6198,762.1362,142.3490
3.2660,242.6741,27.3413,761.8042,141.2407
3.2680,245.1974,165.8230,761.7477,141.7379
3.2700,242.0798,28.9164,761.2832,140.7558
3.2720,244.3862,166.4733,761.3203,141.3611
3.2740,241.3526,29.2731,760.9329,140.4758
3.2760,274.4644,175.8834,756.7392,135.7744
3.2780,260.9428,37.2347,755.5677,134.8833
3.2800,261.4257,197.5856,755.8430,135.5224
3.2820,254.3425,29.7680,755.4731,136.5863
3.2840,256.3714,191.8204,755.2883,136.9931
