t,stiff_force,compliant_force,stiff_torque,compliant_torque
1.0780,0.0000,0.0000,1041.1043,207.3566
1.0800,0.0000,0.0000,1041.0936,204.8051
1.0820,0.0000,0.0000,1041.0191,208.1092
1.0840,0.0000,0.0000,1041.0278,205.4095
1.0860,0.0000,0.0000,1040.9670,208.6057
1.0880,0.0000,0.0000,1041.0001,205.7918
1.0900,0.0000,0.0000,1040.9762,208.9500
1.0920,0.0000,0.0000,1041.0295,206.1253
1.0940,0.0000,0.0000,1040.9681,209.2377
1.0960,0.0000,0.0000,1041.0181,206.3759
1.0980,0.0000,0.0000,1041.0231,209.4654
1.1000,0.0000,0.0000,1041.0227,206.5783
1.1020,0.0000,0.0000,1041.0196,209.6497
1.1040,0.0000,0.0000,1041.0769,206.7494
1.1060,0.0000,0.0000,1041.0678,209.8136
1.1080,0.0000,0.0000,1041.1182,206.8953
1.1100,0.0000,0.0000,1041.1006,209.9514
1.1120,0.0000,0.0000,1041.1376,207.0285
1.1140,0.0000,0.0000,1041.1104,210.0715
1.1160,0.0000,0.0000,1041.1470,207.1460
1.1180,0.0000,0.0000,1041.1189,210.1935
1.1200,0.0000,0.0000,1041.1667,207.2591
1.1220,0.0000,0.0000,1041.1333,210.3055
1.1240,0.0000,0.0000,1041.1713,207.3530
1.1260,0.0000,0.0000,1037.9453,206.6813
1.1280,0.0000,0.0000,1037.9119,204.2558
1.1300,0.0000,0.0000,1037.8341,207.6941
1.1320,0.0000,0.0000,1037.8335,205.0336
1.1340,0.0000,0.0000,1037.7833,208.3010
1.1360,0.0000,0.0000,1037.8093,205.5444
1.1380,0.0000,0.0000,1037.7676,208.7538
1.1400,0.0000,0.0000,1037.7990,205.9188
1.1420,0.0000,0.0000,1037.7692,209.0728
1.1440,0.0000,0.0000,1037.8083,206.2022
1.1460,0.0000,0.0000,1037.7713,209.3325
1.1480,0.0000,0.0000,1037.8286,206.3686
1.1500,0.0000,0.0000,1037.8221,209.9497
1.1520,0.0000,0.0000,1037.8729,204.6478
1.1540,0.0000,0.0000,1037.8463,210.5115
1.1560,0.0000,0.0000,1037.8869,207.2828
1.1580,0.0000,0.0000,1037.8705,210.0691
1.1600,0.0000,0.0000,1037.9067,207.0132
1.1620,0.0000,0.0000,1037.8939,210.0375
1.1640,0.0000,0.0000,1037.9350,207.0773
1.1660,0.0000,0.0000,1037.9093,210.1408
1.1680,0.0000,0.0000,1037.9474,207.1897
1.1700,0.0000,0.0000,1037.9131,210.2521
1.1720,0.0000,0.0000,1037.9434,207.2997
1.1740,0.0000,0.0000,1037.9095,210.3564
1.1760,0.0000,0.0000,1034.6544,203.5189
1.1780,0.0000,0.0000,1034.5620,207.1314
1.1800,0.0000,0.0000,1034.5514,204.5820
1.1820,0.0000,0.0000,1034.4754,207.9600
1.1840,0.0000,0.0000,1034.4853,205.2394
1.1860,0.0000,0.0000,1034.4495,208.4979
1.1880,0.0000,0.0000,1034.4823,205.6851
1.1900,0.0000,0.0000,1034.4459,208.8803
1.1920,0.0000,0.0000,1034.4705,206.0169
1.1940,0.0000,0.0000,1034.4467,209.1774
1.1960,0.0000,0.0000,1034.4757,206.2830
1.1980,0.0000,0.0000,1034.4698,209.4193
1.2000,0.0000,0.0000,1034.5269,206.5014
1.2020,0.0000,0.0000,1034.5165,209.6219
1.2040,0.0000,0.0000,1034.5573,206.6914
1.2060,0.0000,0.0000,1034.5319,209.7999
1.2080,0.0000,0.0000,1034.5904,206.8504
1.2100,0.0000,0.0000,1034.5226,209.9560
1.2120,0.0000,0.0000,1034.5769,207.0010
1.2140,0.0000,0.0000,1034.5658,210.0960
1.2160,0.0000,0.0000,1034.6159,207.1296
1.2180,0.0000,0.0000,1034.5944,210.2142
1.2200,0.0000,0.0000,1034.6333,207.2261
1.2220,0.0000,0.0000,1034.6063,210.3185
1.2240,0.0000,0.0000,1034.6351,207.3434
1.2260,0.0000,0.0000,1031.2060,206.4399
1.2280,0.0000,0.0000,1031.1760,204.0083
1.2300,0.0000,0.0000,1031.1018,207.5084
1.2320,0.0000,0.0000,1031.0962,204.8418
1.2340,0.0000,0.0000,1031.0341,208.1766
1.2360,0.0000,0.0000,1031.0525,205.3959
1.2380,0.0000,0.0000,1031.0242,208.6500
1.2400,0.0000,0.0000,1031.0678,205.7958
1.2420,0.0000,0.0000,1031.0392,208.9992
1.2440,0.0000,0.0000,1031.0742,206.1018
1.2460,0.0000,0.0000,1031.0470,209.2744
1.2480,0.0000,0.0000,1031.0755,206.3495
1.2500,0.0000,0.0000,1031.0607,209.5018
1.2520,0.0000,0.0000,1031.1084,206.5519
1.2540,0.0000,0.0000,1031.0964,209.6985
1.2560,0.0000,0.0000,1031.1411,206.7435
1.2580,0.0000,0.0000,1031.1098,209.8789
1.2600,0.0000,0.0000,1031.1674,206.9055
1.2620,0.0000,0.0000,1031.1578,210.0269
1.2640,0.0000,0.0000,1031.2052,207.0453
1.2660,0.0000,0.0000,1031.1787,210.1649
1.2680,0.0000,0.0000,1031.2097,207.1659
1.2700,0.0000,0.0000,1031.1777,210.2695
1.2720,0.0000,0.0000,1031.2107,207.2775
1.2740,0.0000,0.0000,1031.1860,210.3921
1.2760,0.0000,0.0000,1027.7393,203.2716
1.2780,0.0000,0.0000,1027.6285,206.9451
1.2800,0.0000,0.0000,1027.6146,204.3699
1.2820,0.0000,0.0000,1027.5326,207.8172
1.2840,0.0000,0.0000,1027.5611,205.0593
1.2860,0.0000,0.0000,1027.4678,208.3826
1.2880,0.0000,0.0000,1027.5197,205.5399
1.2900,0.0000,0.0000,1027.5017,208.8021
1.2920,0.0000,0.0000,1027.5420,205.8975
1.2940,0.0000,0.0000,1027.5178,209.1139
1.2960,0.0000,0.0000,1027.5624,206.1816
1.2980,0.0000,0.0000,1027.5500,209.3794
1.3000,0.0000,0.0000,1027.6057,206.3525
1.3020,0.0000,0.0000,1027.5961,209.9898
1.3040,0.0000,0.0000,1027.6476,204.5993
1.3060,0.0000,0.0000,1027.6187,210.5843
1.3080,0.0000,0.0000,1027.6622,207.2912
1.3100,0.0000,0.0000,1027.6333,210.1441
1.3120,0.0000,0.0000,1027.6688,207.0249
1.3140,0.0000,0.0000,1027.6483,210.1154
1.3160,0.0000,0.0000,1027.6829,207.0927
1.3180,0.0000,0.0000,1027.6519,210.2226
1.3200,0.0000,0.0000,1027.6956,207.2089
1.3220,0.0000,0.0000,1027.6612,210.3435
1.3240,0.0000,0.0000,1027.6945,207.3212
1.3260,0.0000,0.0000,1024.0435,206.2232
1.3280,0.0000,0.0000,1024.0383,203.7874
1.3300,0.0000,0.0000,1023.9803,207.3581
1.3320,0.0000,0.0000,1023.9987,204.6740
1.3340,0.0000,0.0000,1023.9059,208.0715
1.3360,0.0000,0.0000,1023.9252,205.2573
1.3380,0.0000,0.0000,1023.9209,208.5621
1.3400,0.0000,0.0000,1023.9156,205.6791
1.3420,0.0000,0.0000,1023.9004,208.9365
1.3440,0.0000,0.0000,1023.9619,206.0065
1.3460,0.0000,0.0000,1023.8854,209.2303
1.3480,0.0000,0.0000,1023.9450,206.2707
1.3500,0.0000,0.0000,1023.9443,209.4750
1.3520,0.0000,0.0000,1024.0051,206.4971
1.3540,0.0000,0.0000,1023.9960,209.6871
1.3560,0.0000,0.0000,1024.0400,206.6914
1.3580,0.0000,0.0000,1024.0186,209.8684
1.3600,0.0000,0.0000,1024.0704,206.8643
1.3620,0.0000,0.0000,1024.0473,210.0295
1.3640,0.0000,0.0000,1024.0951,207.0004
1.3660,0.0000,0.0000,1024.0687,210.1710
1.3680,0.0000,0.0000,1024.1183,207.1471
1.3700,0.0000,0.0000,1024.0969,210.3028
1.3720,0.0000,0.0000,1024.1310,207.2648
1.3740,0.0000,0.0000,1024.0983,210.4130
1.3760,0.0000,0.0000,1020.4823,203.0259
1.3780,0.0000,0.0000,1020.3645,206.7676
1.3800,0.0000,0.0000,1020.3461,204.1746
1.3820,0.0000,0.0000,1020.2504,207.6741
1.3840,0.0000,0.0000,1020.2671,204.8929
1.3860,0.0000,0.0000,1020.2235,208.2742
1.3880,0.0000,0.0000,1020.2487,205.4098
1.3900,0.0000,0.0000,1020.2151,208.7220
1.3920,0.0000,0.0000,1020.2550,205.7953
1.3940,0.0000,0.0000,1020.2335,209.0598
1.3960,0.0000,0.0000,1020.2934,206.0956
1.3980,0.0000,0.0000,1020.2855,209.3342
1.4000,0.0000,0.0000,1020.3390,206.3421
1.4020,0.0000,0.0000,1020.3143,209.5541
1.4040,0.0000,0.0000,1020.3562,206.5553
1.4060,0.0000,0.0000,1020.3337,209.7687
1.4080,0.0000,0.0000,1020.3760,206.7491
1.4100,0.0000,0.0000,1020.3611,209.9486
1.4120,0.0000,0.0000,1020.4085,206.9146
1.4140,0.0000,0.0000,1020.3880,210.1054
1.4160,0.0000,0.0000,1020.4231,207.0563
1.4180,0.0000,0.0000,1020.3926,210.2268
1.4200,0.0000,0.0000,1020.4157,207.1816
1.4220,0.0000,0.0000,1020.3767,210.3671
1.4240,0.0000,0.0000,1020.4308,207.3024
1.4260,0.0000,0.0000,1016.7056,206.0256
1.4280,0.0000,0.0000,1016.6689,203.5699
1.4300,0.0000,0.0000,1016.5862,207.2114
1.4320,0.0000,0.0000,1016.5727,204.4909
1.4340,0.0000,0.0000,1016.5043,207.9513
1.4360,0.0000,0.0000,1016.5253,205.1113
1.4380,0.0000,0.0000,1016.4847,208.4852
1.4400,0.0000,0.0000,1016.5127,205.5560
1.4420,0.0000,0.0000,1016.4754,208.8625
1.4440,0.0000,0.0000,1016.5318,205.8956
1.4460,0.0000,0.0000,1016.4818,209.1814
1.4480,0.0000,0.0000,1016.5330,206.1745
1.4500,0.0000,0.0000,1016.5446,209.4309
1.4520,0.0000,0.0000,1016.5413,206.4156
1.4540,0.0000,0.0000,1016.5447,209.6597
1.4560,0.0000,0.0000,1016.6166,206.5683
1.4580,0.0000,0.0000,1016.6090,209.8225
1.4600,0.0000,0.0000,1016.6614,206.7407
1.4620,0.0000,0.0000,1016.6372,210.3201
1.4640,0.0000,0.0000,1016.6770,205.0434
1.4660,0.0000,0.0000,1016.6627,211.0997
1.4680,0.0000,0.0000,1016.6973,207.6430
1.4700,0.0000,0.0000,1016.6654,210.5171
1.4720,0.0000,0.0000,1016.7061,207.2775
1.4740,0.0000,0.0000,1016.6681,210.4129
1.4760,0.0000,0.0000,1012.9435,202.7658
1.4780,0.0000,0.0000,1012.7712,206.5805
1.4800,0.0000,0.0000,1012.7779,203.9696
1.4820,0.0000,0.0000,1012.7117,207.5380
1.4840,0.0000,0.0000,1012.7230,204.7422
1.4860,0.0000,0.0000,1012.6836,208.1744
1.4880,0.0000,0.0000,1012.7080,205.2724
1.4900,0.0000,0.0000,1012.6768,208.5910
1.4920,0.0000,0.0000,1012.7195,205.6540
1.4940,0.0000,0.0000,1012.6918,208.9896
1.4960,0.0000,0.0000,1012.7357,205.9984
1.4980,0.0000,0.0000,1012.7161,209.2919
1.5000,0.0000,0.0000,1012.7639,206.2686
1.5020,0.0000,0.0000,1012.7474,209.5439
1.5040,0.0000,0.0000,1012.7968,206.4956
1.5060,0.0000,0.0000,1012.7928,209.7511
1.5080,0.0000,0.0000,1012.8489,206.6902
1.5100,0.0000,0.0000,1012.8293,209.9404
1.5120,0.0000,0.0000,1012.8732,206.8603
1.5140,0.0000,0.0000,1012.8429,210.0956
1.5160,0.0000,0.0000,1012.8789,207.0117
1.5180,0.0000,0.0000,1012.8484,210.2483
1.5200,0.0000,0.0000,1012.8840,207.1448
1.5220,0.0000,0.0000,1012.8528,210.3725
1.5240,0.0000,0.0000,1012.8961,207.2703
1.5260,0.0000,0.0000,1009.0494,205.8499
1.5280,0.0000,0.0000,1009.0039,203.3281
1.5300,0.0000,0.0000,1008.9079,207.0471
1.5320,0.0000,0.0000,1008.8957,204.3212
1.5340,0.0000,0.0000,1008.8277,207.8535
1.5360,0.0000,0.0000,1008.8443,204.9710
1.5380,0.0000,0.0000,1008.8134,208.3936
1.5400,0.0000,0.0000,1008.8544,205.4357
1.5420,0.0000,0.0000,1008.8107,208.8053
1.5440,0.0000,0.0000,1008.8427,205.7290
1.5460,0.0000,0.0000,1008.8377,209.5492
1.5480,0.0000,0.0000,1008.8972,204.0172
1.5500,0.0000,0.0000,1008.8824,210.2224
1.5520,0.0000,0.0000,1008.9269,206.8413
1.5540,0.0000,0.0000,1008.9077,209.8190
1.5560,0.0000,0.0000,1008.9540,206.6246
1.5580,0.0000,0.0000,1008.9342,209.8502
1.5600,0.0000,0.0000,1008.9799,206.7487
1.5620,0.0000,0.0000,1008.9663,210.0088
1.5640,0.0000,0.0000,1009.0152,206.9122
1.5660,0.0000,0.0000,1008.9942,210.1690
1.5680,0.0000,0.0000,1009.0369,207.0623
1.5700,0.0000,0.0000,1009.0038,210.3085
1.5720,0.0000,0.0000,1009.0375,207.1884
1.5740,0.0000,0.0000,1009.0035,210.4364
1.5760,0.0000,0.0000,1005.1685,202.5796
1.5780,0.0000,0.0000,1005.0483,206.4606
1.5800,0.0000,0.0000,1005.0311,203.8205
1.5820,0.0000,0.0000,1004.9557,207.4402
1.5840,0.0000,0.0000,1004.9716,204.6091
1.5860,0.0000,0.0000,1004.9174,208.0934
1.5880,0.0000,0.0000,1004.9514,205.1573
1.5900,0.0000,0.0000,1004.8689,208.5638
1.5920,0.0000,0.0000,1004.9036,205.5660
1.5940,0.0000,0.0000,1004.9122,208.9375
1.5960,0.0000,0.0000,1004.9105,205.9041
1.5980,0.0000,0.0000,1004.9134,209.2432
1.6000,0.0000,0.0000,1004.9903,206.1826
1.6020,0.0000,0.0000,1004.9783,209.5011
1.6040,0.0000,0.0000,1005.0423,206.4192
1.6060,0.0000,0.0000,1004.9986,209.7225
1.6080,0.0000,0.0000,1005.0525,206.6209
1.6100,0.0000,0.0000,1005.0200,209.8960
1.6120,0.0000,0.0000,1005.0739,206.7966
1.6140,0.0000,0.0000,1005.0608,210.0888
1.6160,0.0000,0.0000,1005.1023,206.9692
1.6180,0.0000,0.0000,1005.0739,210.2437
1.6200,0.0000,0.0000,1005.1071,207.1112
1.6220,0.0000,0.0000,1005.0707,210.3773
1.6240,0.0000,0.0000,1005.1142,207.2349
1.6260,0.0000,0.0000,1001.1681,205.6715
1.6280,0.0000,0.0000,1001.1217,203.1732
1.6300,0.0000,0.0000,1001.0116,206.9293
1.6320,0.0000,0.0000,1001.0133,204.1430
1.6340,0.0000,0.0000,1000.9387,207.7244
1.6360,0.0000,0.0000,1000.9557,204.8259
1.6380,0.0000,0.0000,1000.9061,208.3004
1.6400,0.0000,0.0000,1000.9445,205.3147
1.6420,0.0000,0.0000,1000.9199,208.7257
1.6440,0.0000,0.0000,1000.9823,205.6899
1.6460,0.0000,0.0000,1000.9549,209.0642
1.6480,0.0000,0.0000,1000.9940,205.9961
1.6500,0.0000,0.0000,1000.9876,209.3477
1.6520,0.0000,0.0000,1001.0537,206.2589
1.6540,0.0000,0.0000,1001.0235,209.5912
1.6560,0.0000,0.0000,1001.0755,206.4796
1.6580,0.0000,0.0000,1001.0476,209.8080
1.6600,0.0000,0.0000,1001.1058,206.6831
1.6620,0.0000,0.0000,1001.0803,209.9930
1.6640,0.0000,0.0000,1001.1143,206.8568
1.6660,0.0000,0.0000,1001.0814,210.1603
1.6680,0.0000,0.0000,1001.1315,207.0039
1.6700,0.0000,0.0000,1001.1042,210.3021
1.6720,0.0000,0.0000,1001.1503,207.1484
1.6740,0.0000,0.0000,1001.1198,210.4424
1.6760,0.0000,0.0000,997.2070,202.3580
1.6780,0.0000,0.0000,997.0736,206.2969
1.6800,0.0000,0.0000,997.0648,203.6295
1.6820,0.0000,0.0000,996.9638,207.3112
1.6840,0.0000,0.0000,996.9899,204.4439
1.6860,0.0000,0.0000,996.9282,207.9883
1.6880,0.0000,0.0000,996.9652,205.0206
1.6900,0.0000,0.0000,996.9168,208.4919
1.6920,0.0000,0.0000,996.9614,205.4512
1.6940,0.0000,0.0000,996.9284,208.8704
1.6960,0.0000,0.0000,996.9893,205.7942
1.6980,0.0000,0.0000,996.9615,209.1891
1.7000,0.0000,0.0000,997.0248,206.0174
1.7020,0.0000,0.0000,996.9981,209.8748
1.7040,0.0000,0.0000,997.0537,204.1991
1.7060,0.0000,0.0000,997.0353,210.5128
1.7080,0.0000,0.0000,997.0966,207.0570
1.7100,0.0000,0.0000,997.0655,210.0944
1.7120,0.0000,0.0000,997.1167,206.8184
1.7140,0.0000,0.0000,997.0835,210.0917
1.7160,0.0000,0.0000,997.1339,206.9122
1.7180,0.0000,0.0000,997.1099,210.2244
1.7200,0.0000,0.0000,997.1671,207.0508
1.7220,0.0000,0.0000,997.1277,210.3533
1.7240,0.0000,0.0000,997.1675,207.1821
1.7260,0.0000,0.0000,993.1156,205.5064
1.7280,0.0000,0.0000,993.0593,202.9891
1.7300,0.0000,0.0000,992.9428,206.8022
1.7320,0.0000,0.0000,992.9617,204.0099
1.7340,0.0000,0.0000,992.8993,207.6306
1.7360,0.0000,0.0000,992.9321,204.6910
1.7380,0.0000,0.0000,992.8756,208.2083
1.7400,0.0000,0.0000,992.9155,205.1947
1.7420,0.0000,0.0000,992.8773,208.6556
1.7440,0.0000,0.0000,992.9355,205.5878
1.7460,0.0000,0.0000,992.9046,209.0072
1.7480,0.0000,0.0000,992.9672,205.9036
1.7500,0.0000,0.0000,992.9466,209.3001
1.7520,0.0000,0.0000,993.0001,206.1733
1.7540,0.0000,0.0000,992.9721,209.5489
1.7560,0.0000,0.0000,993.0275,206.4060
1.7580,0.0000,0.0000,992.9999,209.7755
1.7600,0.0000,0.0000,993.0634,206.6172
1.7620,0.0000,0.0000,993.0400,209.9714
1.7640,0.0000,0.0000,993.0910,206.7985
1.7660,0.0000,0.0000,993.0551,210.1412
1.7680,0.0000,0.0000,993.1135,206.9562
1.7700,0.0000,0.0000,993.0615,210.2911
1.7720,0.0000,0.0000,993.1192,207.0954
1.7740,0.0000,0.0000,993.0858,210.4232
1.7760,0.0000,0.0000,989.1011,202.1171
1.7780,0.0000,0.0000,988.9616,206.1339
1.7800,0.0000,0.0000,988.9510,203.4545
1.7820,0.0000,0.0000,988.8448,207.1906
1.7840,0.0000,0.0000,988.8652,204.3046
1.7860,0.0000,0.0000,988.8029,207.8941
1.7880,0.0000,0.0000,988.8422,204.8959
1.7900,0.0000,0.0000,988.7932,208.4044
1.7920,0.0000,0.0000,988.8394,205.3408
1.7940,0.0000,0.0000,988.8059,208.8014
1.7960,0.0000,0.0000,988.8687,205.6964
1.7980,0.0000,0.0000,988.8411,209.1273
1.8000,0.0000,0.0000,988.9059,205.9908
1.8020,0.0000,0.0000,988.8794,209.4018
1.8040,0.0000,0.0000,988.9243,206.2522
1.8060,0.0000,0.0000,988.9147,209.6476
1.8080,0.0000,0.0000,988.9832,206.4765
1.8100,0.0000,0.0000,988.9382,209.8581
1.8120,0.0000,0.0000,988.9916,206.6716
1.8140,0.0000,0.0000,988.9684,210.0397
1.8160,0.0000,0.0000,989.0196,206.8468
1.8180,0.0000,0.0000,988.9886,210.2117
1.8200,0.0000,0.0000,989.0404,207.0013
1.8220,0.0000,0.0000,988.9947,210.3527
1.8240,0.0000,0.0000,989.0396,207.1342
1.8260,0.0000,0.0000,984.9453,205.3537
1.8280,0.0000,0.0000,984.9017,202.8038
1.8300,0.0000,0.0000,984.7738,206.6624
1.8320,0.0000,0.0000,984.7729,203.8439
1.8340,0.0000,0.0000,984.6950,207.5229
1.8360,0.0000,0.0000,984.7284,204.5482
1.8380,0.0000,0.0000,984.6869,208.1149
1.8400,0.0000,0.0000,984.7271,205.0644
1.8420,0.0000,0.0000,984.6879,208.5758
1.8440,0.0000,0.0000,984.7405,205.4411
1.8460,0.0000,0.0000,984.7196,208.9224
1.8480,0.0000,0.0000,984.7889,205.7969
1.8500,0.0000,0.0000,984.7588,209.2517
1.8520,0.0000,0.0000,984.8148,206.0815
1.8540,0.0000,0.0000,984.7871,209.5087
1.8560,0.0000,0.0000,984.8566,206.3223
1.8580,0.0000,0.0000,984.8362,209.7397
1.8600,0.0000,0.0000,984.8905,206.5310
1.8620,0.0000,0.0000,984.8587,209.9292
1.8640,0.0000,0.0000,984.9043,206.6714
1.8660,0.0000,0.0000,984.8536,210.4312
1.8680,0.0000,0.0000,984.8914,204.8673
1.8700,0.0000,0.0000,984.8413,211.2126
1.8720,0.0000,0.0000,984.9030,207.5918
1.8740,0.0000,0.0000,984.8790,210.6216
1.8760,0.0000,0.0000,980.8549,202.0255
1.8780,0.0000,0.0000,980.7236,206.0148
1.8800,0.0000,0.0000,980.7107,203.2796
1.8820,0.0000,0.0000,980.5997,207.0530
1.8840,0.0000,0.0000,980.6181,204.1375
1.8860,0.0000,0.0000,980.5509,207.7758
1.8880,0.0000,0.0000,980.5887,204.7509
1.8900,0.0000,0.0000,980.5363,208.3074
1.8920,0.0000,0.0000,980.5826,205.2141
1.8940,0.0000,0.0000,980.5479,208.7262
1.8960,0.0000,0.0000,980.6041,205.5896
1.8980,0.0000,0.0000,980.5868,209.0400
1.9000,0.0000,0.0000,980.6540,205.8901
1.9020,0.0000,0.0000,980.6266,209.3515
1.9040,0.0000,0.0000,980.6856,206.1688
1.9060,0.0000,0.0000,980.6667,209.6053
1.9080,0.0000,0.0000,980.7310,206.4002
1.9100,0.0000,0.0000,980.6991,209.8208
1.9120,0.0000,0.0000,980.7531,206.6020
1.9140,0.0000,0.0000,980.7249,210.0122
1.9160,0.0000,0.0000,980.7863,206.7813
1.9180,0.0000,0.0000,980.7492,210.1809
1.9200,0.0000,0.0000,980.7941,206.9376
1.9220,0.0000,0.0000,980.7537,210.3290
1.9240,0.0000,0.0000,980.7962,207.0733
1.9260,0.0000,0.0000,976.6364,205.1966
1.9280,0.0000,0.0000,976.5919,202.6285
1.9300,0.0000,0.0000,976.4629,206.5431
1.9320,0.0000,0.0000,976.4609,203.6943
1.9340,0.0000,0.0000,976.3804,207.4105
1.9360,0.0000,0.0000,976.4095,204.4140
1.9380,0.0000,0.0000,976.3446,208.0266
1.9400,0.0000,0.0000,976.4020,204.9414
1.9420,0.0000,0.0000,976.3778,208.4631
1.9440,0.0000,0.0000,976.4285,205.3437
1.9460,0.0000,0.0000,976.3944,208.8682
1.9480,0.0000,0.0000,976.4555,205.6990
1.9500,0.0000,0.0000,976.4383,209.1833
1.9520,0.0000,0.0000,976.5037,205.9903
1.9540,0.0000,0.0000,976.4744,209.4609
1.9560,0.0000,0.0000,976.5336,206.2390
1.9580,0.0000,0.0000,976.5054,209.6860
1.9600,0.0000,0.0000,976.5710,206.4566
1.9620,0.0000,0.0000,976.5443,209.8990
1.9640,0.0000,0.0000,976.6027,206.6468
1.9660,0.0000,0.0000,976.5622,210.0764
1.9680,0.0000,0.0000,976.6120,206.8224
1.9700,0.0000,0.0000,976.5766,210.2482
1.9720,0.0000,0.0000,976.6235,206.9722
1.9740,0.0000,0.0000,976.5776,210.3825
1.9760,0.0000,0.0000,972.5030,201.7900
1.9780,0.0000,0.0000,972.3666,205.8897
1.9800,0.0000,0.0000,972.3567,203.1317
1.9820,0.0000,0.0000,972.2407,206.9400
1.9840,0.0000,0.0000,972.2492,203.9555
1.9860,0.0000,0.0000,972.1741,207.9738
1.9880,0.0000,0.0000,972.2083,202.8002
1.9900,0.0000,0.0000,972.1486,209.3517
1.9920,0.0000,0.0000,972.2173,205.7086
1.9940,0.0000,0.0000,972.1943,208.8756
1.9960,0.0000,0.0000,972.2599,203.2340
1.9980,0.0000,0.0000,972.2365,209.7941
2.0000,0.0000,0.0000,972.2786,206.2977
2.0020,0.0000,0.0000,972.2385,209.4999
2.0040,0.0000,0.0000,972.3002,206.1616
2.0060,0.0000,0.0000,972.2780,209.5858
2.0080,0.0000,0.0000,972.3389,206.3302
2.0100,0.0000,0.0000,972.3194,209.7824
2.0120,0.0000,0.0000,972.3763,206.5294
2.0140,0.0000,0.0000,972.3445,209.9773
2.0160,0.0000,0.0000,972.4127,206.7143
2.0180,0.0000,0.0000,972.3768,210.1503
2.0200,0.0000,0.0000,972.4239,206.8485
2.0220,0.0000,0.0000,972.3797,210.2911
2.0240,0.0000,0.0000,972.4393,207.0191
2.0260,0.0000,0.0000,968.2414,205.0794
2.0280,0.0000,0.0000,968.1933,202.4783
2.0300,0.0000,0.0000,968.0648,206.4299
2.0320,0.0000,0.0000,968.0607,203.5532
2.0340,0.0000,0.0000,967.9748,207.3109
2.0360,0.0000,0.0000,967.9975,204.2866
2.0380,0.0000,0.0000,967.9483,207.9341
2.0400,0.0000,0.0000,968.0000,204.8183
2.0420,0.0000,0.0000,967.9587,208.4116
2.0440,0.0000,0.0000,968.0120,205.2516
2.0460,0.0000,0.0000,967.9807,208.8001
2.0480,0.0000,0.0000,968.0305,205.6021
2.0500,0.0000,0.0000,968.0696,209.1219
2.0520,0.0000,0.0000,968.0819,205.8952
2.0540,0.0000,0.0000,968.0643,209.3951
2.0560,0.0000,0.0000,968.1485,206.1562
2.0580,0.0000,0.0000,968.0574,209.6420
2.0600,0.0000,0.0000,968.1466,206.3819
2.0620,0.0000,0.0000,968.1414,209.8533
2.0640,0.0000,0.0000,968.1929,206.5792
2.0660,0.0000,0.0000,968.1735,210.0386
2.0680,0.0000,0.0000,968.2220,206.7519
2.0700,0.0000,0.0000,968.1875,210.2015
2.0720,0.0000,0.0000,968.2257,206.9027
2.0740,0.0000,0.0000,968.1897,210.3482
2.0760,0.0000,0.0000,964.0600,201.6257
2.0780,0.0000,0.0000,963.9301,205.7578
2.0800,0.0000,0.0000,963.9120,202.9852
2.0820,0.0000,0.0000,963.8065,206.8457
2.0840,0.0000,0.0000,963.8062,203.8718
2.0860,0.0000,0.0000,963.7413,207.5853
2.0880,0.0000,0.0000,963.7678,204.4853
2.0900,0.0000,0.0000,963.7284,208.1293
2.0920,0.0000,0.0000,963.7840,204.9821
2.0940,0.0000,0.0000,963.7677,208.5694
2.0960,0.0000,0.0000,963.8132,205.3748
2.0980,0.0000,0.0000,963.7893,208.9261
2.1000,0.0000,0.0000,963.8468,205.6998
2.1020,0.0000,0.0000,963.8320,209.2270
2.1040,0.0000,0.0000,963.8681,205.9776
2.1060,0.0000,0.0000,963.8370,209.4860
2.1080,0.0000,0.0000,963.8917,206.2224
2.1100,0.0000,0.0000,963.8885,209.7142
2.1120,0.0000,0.0000,963.9499,206.4012
2.1140,0.0000,0.0000,963.9323,209.9010
2.1160,0.0000,0.0000,963.9714,206.6169
2.1180,0.0000,0.0000,963.9385,210.0957
2.1200,0.0000,0.0000,963.9773,206.7920
2.1220,0.0000,0.0000,963.9419,210.2558
2.1240,0.0000,0.0000,963.9873,206.9392
2.1260,0.0000,0.0000,959.7604,204.9367
2.1280,0.0000,0.0000,959.7112,202.3056
2.1300,0.0000,0.0000,959.5425,206.2917
2.1320,0.0000,0.0000,959.5518,203.3889
2.1340,0.0000,0.0000,959.5086,207.1839
2.1360,0.0000,0.0000,959.4617,204.1355
2.1380,0.0000,0.0000,959.4507,207.8277
2.1400,0.0000,0.0000,959.5148,204.6930
2.1420,0.0000,0.0000,959.4854,208.3221
2.1440,0.0000,0.0000,959.5334,205.1288
2.1460,0.0000,0.0000,959.4984,208.7121
2.1480,0.0000,0.0000,959.5680,205.4831
2.1500,0.0000,0.0000,959.5610,209.0375
2.1520,0.0000,0.0000,959.6223,205.7868
2.1540,0.0000,0.0000,959.5850,209.3261
2.1560,0.0000,0.0000,959.6364,206.0552
2.1580,0.0000,0.0000,959.6160,209.5821
2.1600,0.0000,0.0000,959.6741,206.2847
2.1620,0.0000,0.0000,959.6509,209.7896
2.1640,0.0000,0.0000,959.7054,206.4858
2.1660,0.0000,0.0000,959.6154,209.9869
2.1680,0.0000,0.0000,959.6952,206.6578
